74.2	0.01887
74.25	0.02321
74.3	0.0271
74.35	0.02731
74.4	0.03459
74.45	0.04512
74.5	0.05579
74.55	0.07191
74.6	0.09156
74.65	0.1234
74.7	0.17477
74.75	0.26065
74.8	0.39775
74.85	0.5901
74.9	0.78399
74.95	0.80114
75	0.78543
75.05	0.76462
75.1	0.74197
75.15	0.72357
75.2	0.71959
75.25	0.72502
75.3	0.73666
75.35	0.77308
75.4	0.82813
75.45	0.90662
75.5	1
75.55	0.99503
75.6	0.55663
75.65	0.33915
75.7	0.25218
75.75	0.18354
75.8	0.16325
75.85	0.15139
75.9	0.14971
75.95	0.15932
76	0.16979
76.05	0.18528
76.1	0.21057
76.15	0.21342
76.2	0.20337
76.25	0.15286
76.3	0.1242
76.35	0.10896
76.4	0.09563
76.45	0.08456
76.5	0.07295
76.55	0.05858
76.6	0.0494
76.65	0.04132
76.7	0.03476
76.75	0.03015
76.8	0.0229
76.85	0.02104
76.9	0.01621
76.95	0.01774
77	0.01457
